index,Year,EmployerName,DepartmentOrSubdivision,Position,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages
18561,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,121735.0,0.0,4119.0,,125854.0
18562,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,62584.0,0.0,0.0,,62584.0
18563,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,110264.0,0.0,9764.0,,120028.0
18564,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,102942.0,0.0,3138.0,,106080.0
18565,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,98906.0,1093.0,13137.0,,113136.0
18566,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,56449.0,0.0,0.0,,56449.0
18567,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,123506.0,0.0,5091.0,,128597.0
18568,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,100684.0,0.0,0.0,,100684.0
18569,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,78500.0,0.0,0.0,,78500.0
18570,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,79207.0,0.0,0.0,,79207.0
18571,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,86984.0,0.0,0.0,,86984.0
18572,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,107566.0,0.0,0.0,,107566.0
18573,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,99598.0,0.0,2414.0,,102012.0
18574,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,106225.0,0.0,6287.0,,112512.0
18575,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,43216.0,0.0,0.0,,43216.0
18576,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,152399.0,0.0,12627.0,,165026.0
18577,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,123973.0,0.0,0.0,,123973.0
18578,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,89731.0,0.0,0.0,,89731.0
18579,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,12918.0,0.0,0.0,,12918.0
18580,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,133239.0,0.0,0.0,,133239.0
18581,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,84609.0,0.0,0.0,,84609.0
18582,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,145770.0,0.0,0.0,,145770.0
18583,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,65876.0,0.0,0.0,,65876.0
18584,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,144531.0,0.0,0.0,,144531.0
18585,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,124176.0,0.0,8497.0,,132673.0
18586,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,103006.0,0.0,0.0,,103006.0
18587,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,87726.0,0.0,0.0,,87726.0
18588,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,90682.0,0.0,0.0,,90682.0
18589,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,92486.0,0.0,0.0,,92486.0
18590,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,106225.0,0.0,4024.0,,110249.0
18591,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,127549.0,0.0,0.0,,127549.0
18592,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,81431.0,0.0,0.0,,81431.0
18593,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,105543.0,0.0,0.0,,105543.0
18594,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,82375.0,0.0,5168.0,,87543.0
18595,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,89333.0,0.0,0.0,,89333.0
18596,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,91788.0,0.0,0.0,,91788.0
18597,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,93244.0,0.0,0.0,,93244.0
18598,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,87390.0,0.0,0.0,,87390.0
18599,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,45252.0,0.0,0.0,,45252.0
18600,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,59190.0,0.0,0.0,,59190.0
18601,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,86776.0,0.0,5589.0,,92365.0
18602,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,87265.0,0.0,0.0,,87265.0
18603,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,24745.0,0.0,0.0,,24745.0
18604,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,122628.0,0.0,4406.0,,127034.0
18605,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,88417.0,0.0,5168.0,,93585.0
18606,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,144194.0,0.0,8260.0,,152454.0
18607,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,61645.0,0.0,0.0,,61645.0
18608,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,75258.0,0.0,0.0,,75258.0
18609,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,68418.0,0.0,0.0,,68418.0
18610,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,91951.0,0.0,0.0,,91951.0
18611,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,136000.0,0.0,0.0,,136000.0
18612,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,142603.0,0.0,0.0,,142603.0
18613,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,112355.0,0.0,4352.0,,116707.0
18614,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,91977.0,0.0,0.0,,91977.0
18615,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,65579.0,0.0,0.0,,65579.0
18616,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,87902.0,0.0,3654.0,,91556.0
18617,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,71042.0,0.0,0.0,,71042.0
18618,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,22651.0,0.0,0.0,,22651.0
18619,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,63854.0,0.0,0.0,,63854.0
18620,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,67584.0,0.0,0.0,,67584.0
18621,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,131115.0,0.0,0.0,,131115.0
18622,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,122622.0,0.0,0.0,,122622.0
18623,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,101131.0,0.0,6287.0,,107418.0
18624,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,126705.0,0.0,0.0,,126705.0
18625,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,106260.0,0.0,0.0,,106260.0
18626,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,106260.0,0.0,6287.0,,112547.0
18627,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,84112.0,0.0,0.0,,84112.0
18628,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,56880.0,0.0,0.0,,56880.0
18629,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,106225.0,0.0,0.0,,106225.0
18630,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,100757.0,0.0,0.0,,100757.0
18631,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,81890.0,0.0,4854.0,,86744.0
18632,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,72807.0,0.0,0.0,,72807.0
18633,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,83790.0,0.0,0.0,,83790.0
18634,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,74125.0,0.0,0.0,,74125.0
18635,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,73093.0,0.0,1391.0,,74484.0
18636,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,79050.0,0.0,0.0,,79050.0
18637,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,102207.0,0.0,4024.0,,106231.0
18638,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,100720.0,0.0,0.0,,100720.0
18639,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,128541.0,0.0,6119.0,,134660.0
18640,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,44498.0,0.0,0.0,,44498.0
18641,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,89653.0,0.0,0.0,,89653.0
18642,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,90968.0,0.0,0.0,,90968.0
18643,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,92341.0,0.0,0.0,,92341.0
18644,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,93604.0,0.0,0.0,,93604.0
18645,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,120690.0,0.0,0.0,,120690.0
18646,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,79392.0,0.0,0.0,,79392.0
18647,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,81852.0,0.0,4969.0,,86821.0
18648,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,70535.0,0.0,0.0,,70535.0
18649,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,78430.0,0.0,4770.0,,83200.0
18650,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,99203.0,0.0,4024.0,,103227.0
18651,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,84084.0,0.0,1376.0,,85460.0
18652,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,84448.0,0.0,0.0,,84448.0
18653,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,9320.0,0.0,1319.0,,10639.0
18654,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,77125.0,0.0,7902.0,,85027.0
18655,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,71890.0,0.0,0.0,,71890.0
18656,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,73593.0,0.0,10076.0,,83669.0
18657,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,78325.0,0.0,4712.0,,83037.0
18658,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,74160.0,0.0,0.0,,74160.0
18659,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,76012.0,0.0,0.0,,76012.0
18660,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,83994.0,0.0,0.0,,83994.0
18661,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,98922.0,0.0,4024.0,,102946.0
18662,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,112334.0,0.0,7072.0,,119406.0
18663,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,73238.0,0.0,15119.0,,88357.0
18664,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,102669.0,0.0,6237.0,,108906.0
18665,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,96438.0,0.0,0.0,,96438.0
18666,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,101749.0,0.0,11327.0,,113076.0
18667,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,142025.0,0.0,8604.0,,150629.0
18668,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,155835.0,0.0,7154.0,,162989.0
18669,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,90900.0,0.0,0.0,,90900.0
18670,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,81393.0,0.0,0.0,,81393.0
18671,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,70157.0,0.0,0.0,,70157.0
18672,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,63767.0,0.0,0.0,,63767.0
18673,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,82196.0,0.0,0.0,,82196.0
18674,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,79449.0,0.0,0.0,,79449.0
18675,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,119528.0,0.0,0.0,,119528.0
18676,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,79082.0,0.0,0.0,,79082.0
18677,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,73710.0,0.0,0.0,,73710.0
18678,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,69602.0,0.0,0.0,,69602.0
18679,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,59052.0,0.0,0.0,,59052.0
18680,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,72473.0,0.0,0.0,,72473.0
18681,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,38060.0,0.0,6156.0,,44216.0
18682,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,98794.0,0.0,0.0,,98794.0
18683,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,83540.0,0.0,4969.0,,88509.0
18684,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,84356.0,0.0,0.0,,84356.0
18685,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,83300.0,0.0,4204.0,,87504.0
18686,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,64850.0,0.0,0.0,,64850.0
18687,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,81991.0,0.0,0.0,,81991.0
18688,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,79924.0,0.0,11526.0,,91450.0
18689,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,107849.0,0.0,0.0,,107849.0
18690,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,61571.0,0.0,0.0,,61571.0
18691,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,60449.0,0.0,0.0,,60449.0
18692,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,50554.0,0.0,0.0,,50554.0
18693,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,32517.0,0.0,0.0,,32517.0
18694,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,28863.0,0.0,0.0,,28863.0
18695,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,42265.0,0.0,0.0,,42265.0
18696,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,31745.0,0.0,3065.0,,34810.0
18697,2012,San Diego,City Attorney,Deputy City Attorney,17805,204214.0,,39035.0,0.0,0.0,,39035.0
18698,2012,San Diego,City Attorney,Deputy City Attorney - Unrep,17805,204214.0,,123573.0,0.0,4879.0,,128452.0
18699,2012,San Diego,City Attorney,Deputy City Attorney - Unrep,17805,204214.0,,28957.0,0.0,0.0,,28957.0
18700,2012,San Diego,City Attorney,Deputy City Attorney - Unrep,17805,204214.0,,123150.0,0.0,0.0,,123150.0
18701,2012,San Diego,City Attorney,Deputy City Attorney - Unrep,17805,204214.0,,128187.0,0.0,0.0,,128187.0
18702,2012,San Diego,City Attorney,Deputy City Attorney - Unrep,17805,204214.0,,150767.0,0.0,0.0,,150767.0
18703,2012,San Diego,City Attorney,Deputy City Attorney - Unrep,17805,204214.0,,104055.0,0.0,0.0,,104055.0
18704,2012,San Diego,City Attorney,Deputy City Attorney - Unrep,17805,204214.0,,107788.0,0.0,0.0,,107788.0
18705,2012,San Diego,City Attorney,Principal Assistant to City Attorney,26395,160430.0,,73389.0,0.0,0.0,,73389.0
18706,2012,San Diego,City Attorney,Principal City Attorney Investigator,70221,85051.0,,85051.0,828.0,0.0,322.0,86201.0
18707,2012,San Diego,City Attorney,Sr City Attorney Investigator,63794,77314.0,,75731.0,446.0,0.0,,76177.0
18708,2012,San Diego,City Attorney,Sr City Attorney Investigator,63794,77314.0,,76466.0,112.0,4646.0,,81224.0
18709,2012,San Diego,City Attorney,Sr City Attorney Investigator,63794,77314.0,,77314.0,0.0,0.0,3560.0,80874.0
18710,2012,San Diego,City Attorney,Sr City Attorney Investigator,63794,77314.0,,23679.0,0.0,0.0,,23679.0
18711,2012,San Diego,City Attorney,Sr City Attorney Investigator(Env Prot Investigator),63794,77314.0,,77314.0,0.0,4646.0,5500.0,87460.0
21822,2012,Vista,City Attorney,Assistant City Attorney,118524,144072.0,,121079.0,0.0,38250.0,0.0,159329.0
21823,2012,Vista,City Attorney,Assistant City Attorney,118524,144072.0,,130987.0,0.0,0.0,0.0,130987.0
21824,2012,Vista,City Attorney,City Attorney,217908,228804.0,,217360.0,0.0,0.0,7080.0,224440.0
21906,2013,Carlsbad,City Attorney,Assistant City Attorney,113500,162300.0,,163915.0,0.0,4912.0,4212.0,173039.0
21907,2013,Carlsbad,City Attorney,Assistant City Attorney,113500,162300.0,,126922.0,0.0,0.0,3438.0,130360.0
21908,2013,Carlsbad,City Attorney,Assistant City Attorney,113500,162300.0,,147452.0,0.0,0.0,3798.0,151250.0
21909,2013,Carlsbad,City Attorney,City Attorney,2.00E+05,350000.0,,5352.0,0.0,38922.0,82.0,44356.0
21910,2013,Carlsbad,City Attorney,City Attorney,2.00E+05,350000.0,,193038.0,0.0,0.0,4281.0,197319.0
21911,2013,Carlsbad,City Attorney,Secretary To City Attorney,55400,76200.0,,60823.0,0.0,1125.0,221.0,62169.0
22136,2013,Chula Vista,City Attorney,Assistant City Attorney,133539,162318.0,,164670.0,0.0,,,164670.0
22137,2013,Chula Vista,City Attorney,City Attorney (Elected),0,208922.0,,210645.0,0.0,,,210645.0
22138,2013,Chula Vista,City Attorney,Deputy City Attorney II,93667,113853.0,,91814.0,0.0,,,91814.0
22139,2013,Chula Vista,City Attorney,Deputy City Attorney II,93667,113853.0,,101033.0,0.0,,,101033.0
22140,2013,Chula Vista,City Attorney,Deputy City Attorney II,93667,113853.0,,115378.0,0.0,,,115378.0
22141,2013,Chula Vista,City Attorney,Deputy City Attorney II,93667,113853.0,,117704.0,0.0,,,117704.0
22142,2013,Chula Vista,City Attorney,Deputy City Attorney III,120210,146115.0,,124698.0,0.0,,,124698.0
22143,2013,Chula Vista,City Attorney,Deputy City Attorney III,120210,146115.0,,146508.0,0.0,,,146508.0
22144,2013,Chula Vista,City Attorney,Sr Assistant City Attorney,0,175303.0,,183194.0,0.0,,,183194.0
22521,2013,El Cajon,City Attorney,City Attorney,136490,139219.0,,131642.0,0.0,0.0,6939.0,138581.0
22522,2013,El Cajon,City Attorney,Ex Assist To City Attorney,54392,66269.0,,47713.0,0.0,0.0,4920.0,52633.0
22821,2013,Escondido,City Attorney,Asst City Attorney,137838,186084.0,,180950.0,0.0,0.0,14831.0,195781.0
22822,2013,Escondido,City Attorney,City Attorney,234719,234719.0,,225505.0,0.0,138233.0,34914.0,398652.0
22823,2013,Escondido,City Attorney,Dep City Attorney,76755,103625.0,,65004.0,0.0,0.0,3973.0,68977.0
22824,2013,Escondido,City Attorney,Dep City Attorney,63156,85252.0,,59311.0,0.0,0.0,4364.0,63675.0
22825,2013,Escondido,City Attorney,Dep City Attorney,73109,98694.0,,73989.0,0.0,3142.0,4268.0,81399.0
22826,2013,Escondido,City Attorney,Executive Assistant-City Atty,51737,62887.0,,60973.0,0.0,1413.0,3616.0,66002.0
22827,2013,Escondido,City Attorney,Sr Deputy City Attorney,102626,102626.0,,96977.0,0.0,0.0,5650.0,102627.0
23307,2013,National City,City Attorney,City Attorney,0,199900.0,,207859.0,0.0,0.0,13548.0,221407.0
23308,2013,National City,City Attorney,Deputy City Attorney,81497,109458.0,,85339.0,0.0,0.0,7751.0,93090.0
23309,2013,National City,City Attorney,Sr Assistant City Attorney,42365,70346.0,,47070.0,0.0,0.0,0.0,47070.0
23474,2013,Oceanside,City Attorney,Assistant City Attorney,145995,162198.0,,157870.0,0.0,3000.0,0.0,160870.0
23475,2013,Oceanside,City Attorney,Assistant City Attorney,145995,162198.0,,135321.0,0.0,0.0,0.0,135321.0
23476,2013,Oceanside,City Attorney,City Attorney,221353,221353.0,,221359.0,0.0,4200.0,13143.0,238702.0
23477,2013,Oceanside,City Attorney,Deputy City Attorney I,74006,74006.0,,58438.0,0.0,0.0,8585.0,67023.0
23478,2013,Oceanside,City Attorney,Deputy City Attorney II,120370,124800.0,,118212.0,0.0,0.0,0.0,118212.0
23479,2013,Oceanside,City Attorney,Supervising Deputy City Attorney,153026,153026.0,,151428.0,0.0,0.0,0.0,151428.0
23883,2013,San Diego,City Attorney,Assistant City Attorney,73008,291595.0,,153941.0,0.0,6058.0,5094.0,165093.0
23884,2013,San Diego,City Attorney,Assistant City Attorney,73008,291595.0,,137241.0,0.0,11759.0,7905.0,156905.0
23885,2013,San Diego,City Attorney,Assistant City Attorney,73008,291595.0,,180317.0,0.0,20228.0,5094.0,205639.0
23886,2013,San Diego,City Attorney,Assistant City Attorney,73008,291595.0,,45405.0,0.0,32405.0,1422.0,79232.0
23887,2013,San Diego,City Attorney,Assistant City Attorney,73008,291595.0,,153464.0,0.0,0.0,0.0,153464.0
23888,2013,San Diego,City Attorney,Assistant City Attorney,73008,291595.0,,142387.0,0.0,8798.0,4411.0,155596.0
23889,2013,San Diego,City Attorney,City Atty,193648,193648.0,,193648.0,0.0,0.0,4500.0,198148.0
23890,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,54616.0,2032.0,4233.0,0.0,60881.0
23891,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,205.0,0.0,3760.0,460.0,4425.0
23892,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,68840.0,0.0,4233.0,1869.0,74942.0
23893,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,26293.0,0.0,0.0,166.0,26459.0
23894,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,20177.0,0.0,0.0,138.0,20315.0
23895,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,65392.0,0.0,0.0,0.0,65392.0
23896,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,66793.0,0.0,0.0,1575.0,68368.0
23897,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,15371.0,0.0,0.0,44.0,15415.0
23898,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,24145.0,0.0,0.0,0.0,24145.0
23899,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,28412.0,0.0,0.0,170.0,28582.0
23900,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,65102.0,0.0,0.0,0.0,65102.0
23901,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,68129.0,0.0,0.0,980.0,69109.0
23902,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,59205.0,0.0,0.0,0.0,59205.0
23903,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,69045.0,0.0,0.0,1173.0,70218.0
23904,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,47891.0,0.0,4147.0,0.0,52038.0
23905,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,68988.0,0.0,0.0,6430.0,75418.0
23906,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,66488.0,0.0,0.0,6258.0,72746.0
23907,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,15786.0,0.0,0.0,0.0,15786.0
23908,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,13203.0,0.0,0.0,51.0,13254.0
23909,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,68962.0,0.0,0.0,8105.0,77067.0
23910,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,67787.0,0.0,0.0,6064.0,73851.0
23911,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,64726.0,0.0,339.0,0.0,65065.0
23912,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,68988.0,1727.0,3623.0,4517.0,78855.0
23913,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,67905.0,229.0,0.0,4540.0,72674.0
23914,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,56830.0,0.0,0.0,5177.0,62007.0
23915,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,63768.0,533.0,0.0,0.0,64301.0
23916,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,67357.0,0.0,0.0,4442.0,71799.0
23917,2013,San Diego,City Attorney,City Atty Invstgtr,58219,70429.0,,25393.0,0.0,0.0,2730.0,28123.0
23918,2013,San Diego,City Attorney,Conf Secretary to City Atty,16827,105518.0,,81047.0,0.0,0.0,3203.0,84250.0
23919,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,46978.0,0.0,0.0,1663.0,48641.0
23920,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,123360.0,0.0,0.0,3325.0,126685.0
23921,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,96186.0,0.0,5655.0,0.0,101841.0
23922,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,74840.0,0.0,0.0,0.0,74840.0
23923,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,105647.0,0.0,0.0,2257.0,107904.0
23924,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,56711.0,0.0,19134.0,0.0,75845.0
23925,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,99124.0,0.0,0.0,0.0,99124.0
23926,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,96713.0,0.0,0.0,4192.0,100905.0
23927,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,103715.0,0.0,0.0,184.0,103899.0
23928,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,123591.0,0.0,0.0,2257.0,125848.0
23929,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,121582.0,0.0,2546.0,0.0,124128.0
23930,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,116221.0,0.0,8137.0,0.0,124358.0
23931,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,109199.0,0.0,4791.0,0.0,113990.0
23932,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,1983.0,0.0,0.0,0.0,1983.0
23933,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,91109.0,0.0,0.0,0.0,91109.0
23934,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,126007.0,0.0,5091.0,0.0,131098.0
23935,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,101148.0,0.0,0.0,0.0,101148.0
23936,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,76729.0,0.0,2318.0,0.0,79047.0
23937,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,84674.0,0.0,3870.0,0.0,88544.0
23938,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,88720.0,0.0,0.0,2523.0,91243.0
23939,2013,San Diego,City Attorney,Deputy City Atty,17805,204214.0,,112290.0,0.0,272.0,0.0,112562.0
