index,Year,EmployerName,DepartmentOrSubdivision,Position,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages
24799,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,54764.0,49512.0,0.0,13079.0,117355.0
24800,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,54233.0,50224.0,2262.0,14841.0,121560.0
24801,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,4682.0,2289.0,13429.0,801.0,21201.0
24802,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,36950.0,32030.0,1645.0,16781.0,87406.0
24803,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,54764.0,30923.0,987.0,19032.0,105706.0
24804,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,50934.0,44475.0,0.0,7454.0,102863.0
24805,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,44317.0,96405.0,0.0,20077.0,160799.0
24806,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,52074.0,37961.0,0.0,6778.0,96813.0
24807,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,47123.0,46675.0,0.0,5413.0,99211.0
24808,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,54246.0,37823.0,0.0,10004.0,102073.0
24809,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,58388.0,42975.0,0.0,817.0,102180.0
24810,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,6359.0,13123.0,0.0,41963.0,61445.0
24811,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,53110.0,39770.0,0.0,9052.0,101932.0
24812,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,46403.0,63226.0,0.0,0.0,109629.0
24813,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,43847.0,60795.0,0.0,13618.0,118260.0
24814,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,45623.0,70215.0,47.0,7692.0,123577.0
24815,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,30652.0,112292.0,0.0,32153.0,175097.0
24816,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,60640.0,25245.0,391.0,28625.0,114901.0
24817,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,57258.0,20791.0,0.0,3182.0,81231.0
24818,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,57054.0,22833.0,0.0,1363.0,81250.0
24819,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,55929.0,24629.0,0.0,2247.0,82805.0
24820,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,47486.0,54870.0,0.0,5909.0,108265.0
24821,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,49667.0,55035.0,0.0,11056.0,115758.0
24822,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,49541.0,61660.0,11778.0,17482.0,140461.0
24823,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,51965.0,42828.0,0.0,5457.0,100250.0
24824,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,36576.0,41167.0,1356.0,19821.0,98920.0
24825,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,49946.0,53919.0,0.0,10199.0,114064.0
24826,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,48769.0,67932.0,12232.0,3540.0,132473.0
24827,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,4230.0,1359.0,7004.0,551.0,13144.0
24828,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,42531.0,85462.0,5549.0,5837.0,139379.0
24829,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,55663.0,17708.0,2444.0,0.0,75815.0
24830,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,52629.0,37051.0,0.0,5595.0,95275.0
24831,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,44790.0,67809.0,47.0,7344.0,119990.0
24832,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,35910.0,83299.0,0.0,8442.0,127651.0
24833,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,49962.0,36156.0,0.0,8853.0,94971.0
24834,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,53468.0,43134.0,1524.0,17398.0,115524.0
24835,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,40866.0,87450.0,1156.0,6600.0,136072.0
24836,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,57047.0,38526.0,0.0,19505.0,115078.0
24837,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,47547.0,54870.0,0.0,5577.0,107994.0
24838,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,57516.0,20949.0,0.0,14805.0,93270.0
24839,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,52237.0,43038.0,68.0,6682.0,102025.0
24840,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,58897.0,16109.0,0.0,19060.0,94066.0
24841,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,46035.0,100377.0,0.0,17825.0,164237.0
24842,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,41440.0,97848.0,4132.0,9820.0,153240.0
24843,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,49543.0,54345.0,2834.0,6639.0,113361.0
24844,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,56329.0,35164.0,0.0,15876.0,107369.0
24845,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,40855.0,120108.0,0.0,19185.0,180148.0
24846,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,45056.0,67143.0,7916.0,3210.0,123325.0
24847,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,54577.0,29311.0,727.0,8056.0,92671.0
24848,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,50802.0,51660.0,794.0,17089.0,120345.0
24849,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,57505.0,27832.0,0.0,8258.0,93595.0
24850,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,42499.0,47505.0,0.0,7191.0,97195.0
24851,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,51036.0,29741.0,0.0,7412.0,88189.0
24852,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,46993.0,16613.0,640.0,18044.0,82290.0
24853,2013,San Diego,Fire-Rescue,Fire Fighter 2,52520,63378.0,,42573.0,54890.0,7932.0,6235.0,111630.0
24854,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,63877.0,11311.0,0.0,6140.0,81328.0
24855,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,54869.0,64999.0,916.0,15005.0,135789.0
24856,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,44537.0,97510.0,0.0,7874.0,149921.0
24857,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,47914.0,93051.0,0.0,23854.0,164819.0
24858,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,56033.0,55471.0,0.0,13456.0,124960.0
24859,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,58123.0,22872.0,0.0,21092.0,102087.0
24860,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,49790.0,70426.0,8877.0,22470.0,151563.0
24861,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,42881.0,4388.0,2366.0,3183.0,52818.0
24862,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,44473.0,88329.0,0.0,11869.0,144671.0
24863,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,46018.0,65928.0,0.0,7955.0,119901.0
24864,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,49336.0,76152.0,0.0,17734.0,143222.0
24865,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,44571.0,91113.0,0.0,6729.0,142413.0
24866,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,58201.0,60681.0,0.0,29546.0,148428.0
24867,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,64526.0,14847.0,756.0,16352.0,96481.0
24868,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,58073.0,48225.0,0.0,23543.0,129841.0
24869,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,54526.0,40109.0,0.0,17393.0,112028.0
24870,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,45290.0,60985.0,1867.0,14718.0,122860.0
24871,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,59230.0,50412.0,0.0,24511.0,134153.0
24872,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,57575.0,20388.0,0.0,9007.0,86970.0
24873,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,50205.0,89679.0,0.0,19611.0,159495.0
24874,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,66539.0,66298.0,0.0,21475.0,154312.0
24875,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,51611.0,54734.0,0.0,9988.0,116333.0
24876,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,43509.0,65028.0,1517.0,14347.0,124401.0
24877,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,60906.0,29889.0,0.0,17313.0,108108.0
24878,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,20930.0,18643.0,3250.0,7323.0,50146.0
24879,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,55505.0,32812.0,0.0,4256.0,92573.0
24880,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,59527.0,15632.0,2517.0,13975.0,91651.0
24881,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,52957.0,47804.0,6087.0,12994.0,119842.0
24882,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,51835.0,92395.0,59.0,24565.0,168854.0
24883,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53004.0,54048.0,266.0,20545.0,127863.0
24884,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53004.0,39232.0,0.0,0.0,92236.0
24885,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53579.0,106368.0,5181.0,11819.0,176947.0
24886,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,49908.0,50771.0,0.0,6268.0,106947.0
24887,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53944.0,54654.0,4581.0,6701.0,119880.0
24888,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,32210.0,183347.0,0.0,2537.0,218094.0
24889,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,51397.0,100860.0,0.0,34772.0,187029.0
24890,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,3872.0,4981.0,9896.0,1344.0,20093.0
24891,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,62452.0,9168.0,0.0,1038.0,72658.0
24892,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,56769.0,33579.0,0.0,4058.0,94406.0
24893,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,52751.0,63553.0,0.0,18445.0,134749.0
24894,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,55331.0,91960.0,0.0,19783.0,167074.0
24895,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,66539.0,56490.0,0.0,7109.0,130138.0
24896,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,31023.0,36239.0,0.0,7100.0,74362.0
24897,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,57013.0,44793.0,0.0,17986.0,119792.0
24898,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53484.0,57494.0,0.0,24175.0,135153.0
24899,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,54280.0,51458.0,0.0,20047.0,125785.0
24900,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,61035.0,35783.0,2707.0,11158.0,110683.0
24901,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,64248.0,34220.0,0.0,17412.0,115880.0
24902,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53823.0,56400.0,3152.0,13754.0,127129.0
24903,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,57475.0,55318.0,981.0,20471.0,134245.0
24904,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,66539.0,42161.0,0.0,14275.0,122975.0
24905,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,59262.0,60542.0,0.0,20971.0,140775.0
24906,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53609.0,65147.0,686.0,18998.0,138440.0
24907,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,62957.0,24643.0,0.0,17550.0,105150.0
24908,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,51100.0,4934.0,0.0,1262.0,57296.0
24909,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,59836.0,35447.0,0.0,15676.0,110959.0
24910,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,65048.0,38406.0,0.0,25266.0,128720.0
24911,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,60763.0,54607.0,4132.0,2843.0,122345.0
24912,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,66539.0,32789.0,22.0,24140.0,123490.0
24913,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,60844.0,7375.0,377.0,3514.0,72110.0
24914,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,22853.0,19445.0,5205.0,6412.0,53915.0
24915,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,60513.0,22601.0,0.0,18077.0,101191.0
24916,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,51466.0,69626.0,3721.0,22555.0,147368.0
24917,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,65415.0,50593.0,0.0,16292.0,132300.0
24918,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,59412.0,27295.0,892.0,4017.0,91616.0
24919,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,48341.0,56440.0,0.0,2872.0,107653.0
24920,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,58754.0,36539.0,1123.0,18268.0,114684.0
24921,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53361.0,62797.0,5184.0,19361.0,140703.0
24922,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,62425.0,22266.0,0.0,17628.0,102319.0
24923,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,49261.0,60403.0,1003.0,10924.0,121591.0
24924,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,51997.0,64821.0,2633.0,16365.0,135816.0
24925,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,49117.0,86376.0,0.0,18731.0,154224.0
24926,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,53233.0,60793.0,1984.0,5636.0,121646.0
24927,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,42557.0,78098.0,4351.0,7555.0,132561.0
24928,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,45923.0,68310.0,0.0,15902.0,130135.0
24929,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,57496.0,24251.0,0.0,7613.0,89360.0
24930,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,43731.0,72993.0,0.0,6104.0,122828.0
24931,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,54642.0,40369.0,329.0,16495.0,111835.0
24932,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,46586.0,75840.0,0.0,12530.0,134956.0
24933,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,60918.0,5473.0,0.0,6873.0,73264.0
24934,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,50632.0,49754.0,283.0,5502.0,106171.0
24935,2013,San Diego,Fire-Rescue,Fire Fighter 3,55141,66539.0,,52507.0,32289.0,8642.0,6513.0,99951.0
24936,2013,San Diego,Fire-Rescue,Fire Helicopter Pilot,70970,85904.0,,77676.0,14113.0,5419.0,17480.0,114688.0
24937,2013,San Diego,Fire-Rescue,Fire Helicopter Pilot,70970,85904.0,,78610.0,18128.0,6118.0,17862.0,120718.0
24938,2013,San Diego,Fire-Rescue,Fire Helicopter Pilot,70970,85904.0,,79872.0,13510.0,2517.0,17627.0,113526.0
24939,2013,San Diego,Fire-Rescue,Fire Helicopter Pilot,70970,85904.0,,67356.0,16545.0,0.0,7823.0,91724.0
24940,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,28510.0,0.0,0.0,0.0,28510.0
24941,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,73164.0,35639.0,0.0,15744.0,124547.0
24942,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,71749.0,99882.0,0.0,30367.0,201998.0
24943,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,73164.0,20867.0,5526.0,19098.0,118655.0
24944,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,73164.0,23260.0,0.0,19181.0,115605.0
24945,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,54509.0,78059.0,2136.0,7955.0,142659.0
24946,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,73164.0,22840.0,0.0,10392.0,106396.0
24947,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,45762.0,9546.0,1637.0,32055.0,89000.0
24948,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,58632.0,57368.0,0.0,9597.0,125597.0
24949,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,67499.0,18638.0,0.0,10450.0,96587.0
24950,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,46189.0,166.0,2878.0,18117.0,67350.0
24951,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,68804.0,30279.0,0.0,22084.0,121167.0
24952,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,71695.0,0.0,0.0,18809.0,90504.0
24953,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,73417.0,20957.0,0.0,9905.0,104279.0
24954,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,57376.0,73831.0,0.0,7886.0,139093.0
24955,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,43124.0,0.0,0.0,20757.0,63881.0
24956,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,67867.0,25583.0,971.0,5142.0,99563.0
24957,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,3831.0,0.0,0.0,0.0,3831.0
24958,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2,61589,74464.0,,47100.0,11009.0,0.0,26062.0,84171.0
24959,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,71749.0,7109.0,168.0,18189.0,97215.0
24960,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,73164.0,14043.0,0.0,9795.0,97002.0
24961,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,71847.0,0.0,0.0,11331.0,83178.0
24962,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,72538.0,2056.0,0.0,17160.0,91754.0
24963,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,67329.0,0.0,0.0,6804.0,74133.0
24964,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,73164.0,12215.0,0.0,17656.0,103035.0
24965,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,73164.0,0.0,0.0,11027.0,84191.0
24966,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,73164.0,11991.0,0.0,18109.0,103264.0
24967,2013,San Diego,Fire-Rescue,Fire Prevention Inspector 2/Civ,61589,74464.0,,71847.0,4506.0,3873.0,12957.0,93183.0
24968,2013,San Diego,Fire-Rescue,Fire Prevention Supervisor,70970,85904.0,,84604.0,10311.0,0.0,20452.0,115367.0
24969,2013,San Diego,Fire-Rescue,Fire Prevention Supervisor/Civ,70970,85904.0,,84604.0,13122.0,0.0,20011.0,117737.0
24970,2013,San Diego,Fire-Rescue,Fire Prevention Supervisor/Civ,70970,85904.0,,75256.0,571.0,0.0,20303.0,96130.0
24971,2013,San Diego,Fire-Rescue,Fire Prevention Supervisor/Civ,70970,85904.0,,83850.0,48095.0,6376.0,21747.0,160068.0
24972,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,8920.0,4252.0,1039.0,601.0,14812.0
24973,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,16836.0,1183.0,0.0,1676.0,19695.0
24974,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4219.0,178.0,0.0,0.0,4397.0
24975,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,5032.0,196.0,0.0,431.0,5659.0
24976,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,544.0,178.0,39.0,0.0,761.0
24977,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4015.0,178.0,276.0,258.0,4727.0
24978,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,7189.0,178.0,494.0,153.0,8014.0
24979,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,7723.0,178.0,529.0,312.0,8742.0
24980,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,781.0,178.0,54.0,0.0,1013.0
24981,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,900.0,178.0,62.0,0.0,1140.0
24982,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,5271.0,178.0,362.0,337.0,6148.0
24983,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,15356.0,475.0,0.0,0.0,15831.0
24984,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,7129.0,211.0,482.0,404.0,8226.0
24985,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,5510.0,178.0,419.0,0.0,6107.0
24986,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,192.0,4919.0
24987,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,269.0,4996.0
24988,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4204.0,200.0,0.0,0.0,4404.0
24989,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,3382.0,178.0,0.0,49.0,3609.0
24990,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,431.0,5158.0
24991,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,378.0,5105.0
24992,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,49.0,4776.0
24993,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,245.0,0.0,431.0,5225.0
24994,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,431.0,5158.0
24995,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,387.0,5114.0
24996,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,431.0,5158.0
24997,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,234.0,4961.0
24998,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,375.0,5102.0
24999,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,126.0,4853.0
25000,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4311.0,178.0,0.0,431.0,4920.0
25001,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,223.0,0.0,387.0,5159.0
25002,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,219.0,4946.0
25003,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,431.0,5158.0
25004,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4386.0,178.0,0.0,0.0,4564.0
25005,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,387.0,5114.0
25006,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,422.0,5149.0
25007,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,200.0,0.0,387.0,5136.0
25008,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,211.0,0.0,269.0,5029.0
25009,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,387.0,5114.0
25010,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,178.0,0.0,269.0,4996.0
25011,2013,San Diego,Fire-Rescue,Fire Recruit,30867,37253.0,,4549.0,200.0,0.0,431.0,5180.0
27140,2013,San Marcos,Fire,Fire Bc Shift,94213,130412.0,,112900.0,29849.0,0.0,6449.0,149198.0
27141,2013,San Marcos,Fire,Fire Bc Shift,94213,130412.0,,91971.0,38055.0,0.0,15134.0,145160.0
27142,2013,San Marcos,Fire,Fire Bc Shift,94213,130412.0,,108767.0,37093.0,7081.0,0.0,152941.0
27143,2013,San Marcos,Fire,Fire Bc Shift,94213,130412.0,,115212.0,35168.0,0.0,6672.0,157052.0
27144,2013,San Marcos,Fire,Fire Captain,74323,102881.0,,92058.0,42131.0,4946.0,15258.0,154393.0
27145,2013,San Marcos,Fire,Fire Captain,74323,102881.0,,94646.0,28061.0,4700.0,14172.0,141579.0
27146,2013,San Marcos,Fire,Fire Captain,74323,102881.0,,94057.0,32243.0,5051.0,12572.0,143923.0
